"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@Zomato
By using the name of @ZomatoIN some people setup fraud @zomatocare and by using the application… https://t.co/OWzu2C9ulY",FALSE,0,"Zomato",2019-09-04 10:03:05,TRUE,NA,"1169189127121596416","23283603","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","3mit_patel",0,FALSE,FALSE,NA,NA
"@Zomato never trust Zomato on a rainy day. #Mumbai",FALSE,0,"Zomato",2019-09-04 10:01:45,FALSE,NA,"1169188791694704640","23283603","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Totchem",0,FALSE,FALSE,NA,NA
"@Zomato what is this. Aap logo ne bhi loot macha rakhi hai. https://t.co/dRcwPJfLYc",FALSE,0,"Zomato",2019-09-04 10:00:11,FALSE,NA,"1169188397149110273","23283603","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vishnuharir",0,FALSE,FALSE,NA,NA
"@Zomato 
I just to report a complaint against a delivery boy who delivered my Order#1719288524.
He was totally unpr… https://t.co/BZOE3D95fE",FALSE,0,"Zomato",2019-09-04 09:53:35,TRUE,NA,"1169186739706941440","23283603","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShivMShukla",0,FALSE,FALSE,NA,NA
"RT @ET_RISE: This comes weeks after the @NRAI_India asked food delivery platforms @swiggy_in, @Zomato, @UberEats and @foodpandaIndia to do…",FALSE,0,NA,2019-09-04 09:52:11,FALSE,NA,"1169186385862877184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EconomicTimes",1,TRUE,FALSE,NA,NA
"@poojadhingraa I wish someone told me in 2016 that @Zomato is only pro-restaurant right now during its development… https://t.co/I9kX6p6UDe",FALSE,1,"poojadhingraa",2019-09-04 09:49:03,TRUE,"1169121184354578432","1169185598088679426","57921146","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheGoldenSindhi",0,FALSE,FALSE,NA,NA
"RT @Kabirology: this is how a restaurant listed on zomato replies to their customers on reviews. many customers shared the similar experien…",FALSE,0,NA,2019-09-04 09:49:00,FALSE,NA,"1169185586755686400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jagatguruindia",45,TRUE,FALSE,NA,NA
"5. Chat has large inflows so they ask you to email
6. Email them
7. Wait 24-48 hours for food
8. Get super angry an… https://t.co/BtXvgstZP8",FALSE,0,"prateek__mehta",2019-09-04 09:48:12,TRUE,"1169184383795777536","1169185385441705984","896625769027207168","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prateek__mehta",0,FALSE,FALSE,NA,NA
"@dominos I placed an order on my registered mobile number -. 9773146822 at 1.26 PM today using @Zomato @zomatocare… https://t.co/IXVpHv0wJt",FALSE,0,"dominos",2019-09-04 09:46:39,TRUE,NA,"1169184995258159105","31444922","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rushal420",0,FALSE,FALSE,NA,NA
"RT @thesuniljain: An @amazon or @WalmartInc can't discount on their marketplaces but a @reliancegroup Retail can! This is unfair to FDI @Pi…",FALSE,0,NA,2019-09-04 09:45:26,FALSE,NA,"1169184689162203138",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tanvi_pruthi",31,TRUE,FALSE,NA,NA
"@DeliveryPartne3 @ANLUfet_ @lovelyabella_ @narendramodi @ZomatoIN @deepigoyal @Zomato <U+0939><U+092E><U+093E><U+0930><U+093E> <U+092A><U+0942><U+0930><U+093E> <U+0938><U+0939><U+092F><U+094B><U+0917> <U+0939><U+0948> <U+0906><U+092A><U+0915><U+0947> <U+0938><U+093E><U+0925>… https://t.co/ZYebxfBa39",FALSE,2,"DeliveryPartne3",2019-09-04 09:44:40,TRUE,"1169155063585136640","1169184495917887488","1131131064741588992","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bagmangoodman",0,FALSE,FALSE,NA,NA
"1/2
Steps to have a hole in your pocket with no returns :
1. Order from @ZomatoIN
2. Get bad quality food
3. Contac… https://t.co/vFONVPQgIS",FALSE,0,NA,2019-09-04 09:44:14,TRUE,NA,"1169184383795777536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prateek__mehta",0,FALSE,FALSE,NA,NA
"I've not criticized #kejriwal, I have followed him for his great work in Delhi in the field of #education and… https://t.co/1V2YdJhtfk",FALSE,0,NA,2019-09-04 09:42:23,TRUE,NA,"1169183919079477250",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aknyk60",0,FALSE,FALSE,NA,NA
"@DeliveryPartne3 @ANLUfet_ @lovelyabella_ @narendramodi @ZomatoIN @deepigoyal @Zomato <U+0939><U+092E> <U+0939><U+0930> <U+092A><U+094D><U+0930><U+0915><U+093E><U+0930> <U+0938><U+0947> <U+0906><U+092A><U+0915><U+093E> <U+0938><U+0939><U+092F><U+094B><U+0917> <U+0915>… https://t.co/6A2ceWUcgb",FALSE,1,"DeliveryPartne3",2019-09-04 09:40:42,TRUE,"1169155063585136640","1169183496234889216","1131131064741588992","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","actor_Renuka",0,FALSE,FALSE,NA,NA
"'high standard professionalism' has been set by @Zomato . cancelling order to deliver here at  Bandra Kurla Complex office.

#MumbaiRains",FALSE,1,NA,2019-09-04 09:37:27,FALSE,NA,"1169182678953820161",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amitkarn99",0,FALSE,FALSE,NA,NA
"@Zomato do you also list non-operating (permanent or temporary) restaurants on your app?",FALSE,0,"Rahul3381",2019-09-04 09:36:04,FALSE,"1169174471095156736","1169182330583277568","850673904452489217","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rahul3381",0,FALSE,FALSE,NA,NA
"@Zomato @ZomatoIN ticket id is in the images attached",FALSE,0,"ggopi2808",2019-09-04 09:35:36,FALSE,"1169182079617126400","1169182214682054657","77198591","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ggopi2808",0,FALSE,FALSE,NA,NA
"@Zomato @ZomatoIN @ZomatoIN what logic is this? am asking my money back. without addl. penalty.
I order 1kg cake. u… https://t.co/WLnmIzop1a",FALSE,0,"Zomato",2019-09-04 09:35:04,TRUE,NA,"1169182079617126400","23283603","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ggopi2808",0,FALSE,FALSE,NA,NA
"@Zomato delivery boys are too careless, they delivered anyone they meet in their way without asking proper proof or… https://t.co/GtrBFO0wFv",FALSE,0,"Zomato",2019-09-04 09:31:55,TRUE,NA,"1169181284834242560","23283603","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DebiDprs",0,FALSE,FALSE,NA,NA
"@PragyaSudesh @Zomato shaam tak de dunga.",FALSE,1,"PragyaSudesh",2019-09-04 09:26:36,FALSE,"1169179390296543237","1169179947467849728","1059727952479322113","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Parth_Dil_Se",0,FALSE,FALSE,NA,NA
"@ItsfreakyAbhi @zomatocare @ZomatoIN @Zomato Calm down bro",FALSE,0,"ItsfreakyAbhi",2019-09-04 09:24:46,FALSE,"1169127997644955649","1169179485524000768","761287835362140160","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hash_function_",0,FALSE,FALSE,NA,NA
"@LoveParathawala @TheGoldenSindhi <U+0001F602>

Me: @Zomato why you no hab delivery boi
Z: Dear Customer, we are working hard… https://t.co/DUi91RulJP",FALSE,1,"LoveParathawala",2019-09-04 09:24:33,TRUE,"1169169707187834880","1169179431492939776","744522556921679872","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HustleNvrSettle",0,FALSE,FALSE,NA,NA
"@Parth_Dil_Se @Zomato Baksh de mujhe <U+0001F62B><U+0001F62B><U+0001F62B><U+0001F62B>",FALSE,0,"Parth_Dil_Se",2019-09-04 09:24:23,FALSE,"1169179167071461376","1169179390296543237","1144560175","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PragyaSudesh",0,FALSE,FALSE,NA,NA
"@Zomato @zomatocare have some shame. #ZomatoScam",FALSE,0,"RdmMedia",2019-09-04 09:24:17,FALSE,"1168923653041528834","1169179366439317506","111111173","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RdmMedia",0,FALSE,FALSE,NA,NA
"@PragyaSudesh @Zomato Kaha block karogi? Yaha aur waha?",FALSE,0,"PragyaSudesh",2019-09-04 09:23:30,FALSE,"1169178810266206208","1169179167071461376","1059727952479322113","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Parth_Dil_Se",0,FALSE,FALSE,NA,NA
